Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2049","STM1922",,"P0AF06","Escherichia coli","motB","Flagellar motor rotation protein MotB","the h(+)- or na(+)-translocating bacterial flagellar motor/exbbd outer membrane transport energizer (mot/exb) superfamily.","1.A.30.1.1","15919996;16738553;1719217;2002011;2061285;2447650;3007435;6090403;7643400;9097040;9278503",100,100,90,"1e-160"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3331","STM3128",,"SL1344_3102","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","ordL","Putative oxidoreductase",,"Virulence","16518469",100,100,100,"1e-256"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2957","STM2788",,"Q9FA44","Salmonella enterica",,"Tripartite tricarboxylate transporter TctA family","the tricarboxylate transporter (ttt) family.","2.A.80.1.1","11083839;11677609;9302299",100,100,99,"1e-285"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4113","STM3862",,"P0ACC7","Escherichia coli (strain K12)","glmU","N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)","Coenzyme A;Uridine-Diphosphate-N-Acetylglucosamine;2-(N-Morpholino)-Ethanesulfonic Acid","Drug target",,100,100,91,"1e-244"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4897","PSLT017",,"PSLT017","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","pefC","hypothetical protein",,"Biofilm","16714543",100,100,100,"0.0"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2333","STM2197",,"SL1344_2174","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344",,"Phosphoserine phosphatase (EC 3.1.3.3)",,"Virulence","16518469",100,100,100,"1e-168"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1956","STM1848",,"P0AD03","Escherichia coli (strain K12)","yebS","Inner membrane protein YebS","the intermembrane phospholipid translocase (impl-t) family.","9.A.69.1.2",,100,100,85,"1e-222"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.633","STM0597",,"VFG000933","Escherichia coli CFT073","entB","Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB @ Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis",,"Iron uptake,Siderophore",,99,99,88,"1e-149"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3274","STM3076",,"c3520","Escherichia coli CFT073","tktA","Transketolase (EC 2.2.1.1)",,"Virulence","15845486",100,100,95,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.439","STM0407",,"P0AG90","Escherichia coli","secD","Protein translocase subunit SecD","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.4.1","15919996;16079137;16738553;2170107;2249673;7507921;9278503",100,100,95,"0.0"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2810","STM2647",,"Q8X444","Escherichia coli O157:H7","ung","Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)","Uracil","Drug target",,100,100,91,"1e-125"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.778","STM0740",,"P0ABJ9","Escherichia coli (strain K12)","cydA","Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)","the proton-translocating cytochrome oxidase (cox) superfamily.","3.D.4.3.2","15919996;16079137;16738553;1689724;1724280;2843510;3138232;8905232;9278503",100,100,96,"1e-296"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4593","STM4338",,"P69937","Escherichia coli","sugE","Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds","the drug/metabolite transporter (dmt) superfamily.","2.A.7.1.4","11948170;14728684;15919996;16738553;7610040;8096175;9278503;9677290",100,100,85,"2e-46"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.70","STM0066",,"Z0037","Escherichia coli O157:H7 str. EDL933","carA","Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)",,"Virulence","8063392",100,100,94,"1e-214"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3954","STM3721",,"STM14_4482","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","rfaP","Lipopolysaccharide core heptose(I) kinase RfaP",,"Virulence","10899846",100,100,100,"1e-155"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1769","STM1668",,"16765011","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","STM1668","Exported protein STM1668",,"","17526851",100,100,100,"1e-160"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3627","STM3409",,"15803817","Escherichia coli O157:H7 str. EDL933","trkA","Trk potassium uptake system protein TrkA",,"","15731074",100,100,99,"1e-257"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.132","STM0122",,"P0AD68","Escherichia coli (strain K12)","ftsI","Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)","Cefmenoxime;Cefmetazole;Ertapenem;Cefpiramide;Ceftazidime;Cefazolin;Cefonicid;Cefoperazone;Cefoxitin;Ceftizoxime;Cefepime;Ceftibuten;Cefpodoxime;Ceftobiprole","Drug target",,100,100,96,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4475","STM4229",,"P0AEX9","Escherichia coli","malE","Maltodextrin ABC transporter, substrate-binding protein MdxE","the atp-binding cassette (abc) superfamily.","3.A.1.1.1","10809785;11709552;1420181;14527411;15919996;16079137;16453726;16738553;1915262;2002054;2007546;2026607;2155217;2170984;2233678;2250006;2674653;2820984;2836810;3000770;6088507;6088520;6185687;6283312;6296778;8265357;8437518;8437519;8636026;9214624;9278503;9298646;9309217;9401026;9529892;9600841;9822819",100,100,93,"1e-221"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.802","STM0768",,"Q03031","Salmonella typhimurium","dcoB","Oxaloacetate decarboxylase Na(+) pump, beta chain (EC 4.1.1.3)","the na(+)-transporting carboxylic acid decarboxylase (nat-dc) family.","3.B.1.1.1","11677609;1331067",100,100,99,"1e-238"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3562","STM3342",,"STM14_4033","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","sspA","Stringent starvation protein A",,"Virulence","10816458",100,100,100,"1e-119"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3870","STM3640",,"STM14_4387","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","lpfA","Long polar fimbria protein A",,"Virulence","9701823",100,100,100,"1e-95"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2711","STM2558",,"16765878","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","cadB","Lysine/cadaverine antiporter membrane protein CadB",,"","17526851",100,100,100,"1e-257"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3367","STM3161",,"TTDR00104",,"metC","Cystathionine beta-lyase (EC 4.4.1.8)",,"",,100,100,86,"1e-205"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3070","STM2898",,"SL1344_2877","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","invG","Type III secretion outermembrane pore forming protein (YscC,MxiD,HrcC, InvG); Protein InvG precursor",,"Type III secretion","9194698;12675813",100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4383","STM4146",,"AAA50993.1","Escherichia coli","tufB","Translation elongation factor Tu",,"antibiotic resistant gene variant or mutant,elfamycin resistance gene",,100,100,99,"1e-230"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2662","STM2513",,"16765833","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","shdA","AIDA autotransporter-like protein",,"","12540539",99,99,100,"0.0"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1517","STM1431",,"SFV_1678","Shigella flexneri 5 str. 8401","sodB","Superoxide dismutase [Fe] (EC 1.15.1.1)",,"Modulate host immune response","2404874",100,100,94,"1e-109"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4003","STM3763",,"VFG000574","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","mgtB","Mg(2+) transport ATPase, P-type (EC 3.6.3.2)",,"Magnesium uptake",,100,100,100,"0.0"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3683","STM3466",,"16766754","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","crp","Cyclic AMP receptor protein",,"","3291452",100,100,100,"1e-117"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1868","STM1764",,"15801455","Escherichia coli O157:H7 str. EDL933","narG","Respiratory nitrate reductase alpha chain (EC 1.7.99.4)",,"","15731074",100,100,95,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2987","STM2813",,,,"EmrAB-TolC","Multidrug resistance regulator EmrR (MprA)","Multidrug resistance regulator EmrR (MprA)","regulator modulating expression of antibiotic resistance genes","7730261",,,,
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1586","STM1498",,"P77783","Escherichia coli",,"Homolog of anaerobic selenate reductase","the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.","5.A.3.3.1","16738553;17218314;9097039;9278503",93,93,93,"0.0"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.147","STM0137",,"P08337","Escherichia coli (strain K12)","mutT","Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)","8-Oxo-2'-Deoxy-Guanosine-5'-Monophosphate","Drug target",,97,96,81,"3e-58"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2946","STM2780",,"VFG003997","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","pipB2","secreted effector protein",,"",,100,100,100,"1e-201"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.482","STM0448",,"SEN0430","Salmonella enterica subsp. enterica serovar Enteritidis str. P125109","clpP","ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)",,"Virulence","19577637",100,85,100,"1e-115"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.163","STM0150",,"P15993","Escherichia coli","aroP","Aromatic amino acid transport protein AroP","the amino acid-polyamine-organocation (apc) family.","2.A.3.1.3","15919996;16738553;2408019;8202364;9150230;9278503",99,99,92,"1e-246"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1507","STM1420",,"16764770","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","ssaS","Type III secretion inner membrane protein (YscS,homologous to flagellar export components)",,"","17526851",100,100,100,"2e-41"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1569","STM1482",,"16764827","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","ydgF","Spermidine export protein MdtJ",,"","16518469",100,100,100,"4e-60"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1640","STM1549",,"SL1344_1478","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344",,"RidA/YER057c/UK114 superfamily, group 7, YjgH-like protein",,"Virulence","16518469",100,100,100,"2e-71"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1488","STM1401",,"Q9R803","Salmonella typhimurium","sseD","Secretion system effector SseD","the bacterial type iii-target cell pore (iiitcp) family.","1.C.36.5.1","11159962;11567004;11677609;12603739;12724372;15256549;16757591;9786193;9786194",100,100,100,"1e-103"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.243","STM0225",,"SF2457T_4958","Shigella flexneri 2a str. 2457T (Prj:48255)","hlpA","Periplasmic chaperone of outer membrane proteins Skp @ Outer membrane protein H precursor",,"Chaperone","17526712;19047350",100,100,90,"1e-75"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3071","STM2899",,"16766205","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","invF","Type III secretion thermoregulatory protein (LcrF,VirF,transcription regulation of virulence plasmid)",,"","7997169",100,86,100,"1e-122"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4896","PSLT016",,"VFG000433","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","pefD","Kappa-fimbriae chaperone protein",,"Adherence,Fimbrial",,100,100,100,"1e-130"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1896","STM1790",,"T2K646","Salmonella enterica subsp. enterica serovar Typhimurium str. DT104",,"Uptake [NiFe] hydrogenase maturation factor HyaE","the h2:heterodisulfide oxidoreductase (hho) family.","3.D.7.2.3",,100,100,100,"7e-73"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1482","STM1395",,"VFG000496","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","ssaD","Type III secretion protein SsaD",,"Secretion system,Type III secretion system",,100,100,100,"1e-237"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1791","STM1690",,"E8XKQ3","Salmonella enterica subsp. enterica serovar Typhimurium str. 4/74","pspA","Phage shock protein A @ Suppressor of sigma54-dependent transcription, PspA-like","the phage shock protein (psp) family.","9.B.100.1.1",,100,100,100,"1e-117"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4504","STM4257",,"E1WEU7","Salmonella typhimurium (strain SL1344)",,"Putative inner membrane or exported protein","the h(+)- or na(+)-translocating bacterial flagellar motor/exbbd outer membrane transport energizer (mot/exb) superfamily.","1.A.30.4.1",,100,100,100,"1e-115"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3772","STM3548",,"A1ACJ3","Escherichia coli O1:K1 / APEC",,"hypothetical protein","the epithelial chloride channel (e-clc) family.","1.A.13.5.1",,100,99,81,"1e-124"
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.374","STM0350",,,,"OprM/OprM family","Multidrug efflux system, outer membrane factor lipoprotein of OprM/OprM family","Multidrug efflux system, outer membrane factor lipoprotein of OprM/OprM family","efflux pump conferring antibiotic resistance",,,,,
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.888","STM0850",,"P75798","Escherichia coli","yliC","Oligopeptide transport permease protein OppB-like @ Glutathione ABC transporter, permease protein GsiC","the atp-binding cassette (abc) superfamily.","3.A.1.5.11","10493123;14649299;15919996;16109926;16738553;8905232;9278503",100,100,90,"1e-161"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2080","STM1956",,"VFG002319","Yersinia enterocolitica subsp. enterocolitica 8081","fliA","RNA polymerase sigma factor for flagellar operon",,"Secretion system,Invasion,Motility",,95,96,85,"1e-108"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3725","STM3505",,"P0AEL3","Escherichia coli (strain K12)","feoA","Ferrous iron transporter-associated protein FeoA","the ferrous iron uptake (feob) family.","9.A.8.1.1","12446835;12664169;15919996;16738553;8407793;9278503",100,100,96,"1e-34"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4741","STM4480",,"P0ADC6","Escherichia coli (strain K12)","yjgQ","Lipopolysaccharide export system permease protein LptG","the outer membrane lipopolysaccharide export porin (lps-ep) family.","1.B.42.1.2","15919996;16738553;18375759;7610040;9278503",100,100,97,"1e-201"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.779","STM0741",,"P0ABK2","Escherichia coli (strain K12)","cydB","Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)","the proton-translocating cytochrome oxidase (cox) superfamily.","3.D.4.3.2","15919996;16079137;16738553;1689724;1724280;2843510;3138232;8905232;9278503",100,100,92,"1e-211"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3585","STM3365",,"P46482","Escherichia coli (strain K12)","yhcQ","AaeAB efflux system for hydroxylated, aromatic carboxylic acids, membrane fusion component AaeA","the membrane fusion protein (mfp) family.","8.A.1.7.1","15489430;16738553;9278503",100,100,92,"1e-162"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3160","STM2974",,"P0AB87","Escherichia coli (strain K12)","fucA","L-fuculose phosphate aldolase (EC 4.1.2.17)","Phosphoglycolohydroxamic Acid;1,3-Dihydroxyacetonephosphate","Drug target",,100,100,91,"1e-113"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4149","STM3904",,"147675499","Vibrio cholerae O395","ilvD","Dihydroxy-acid dehydratase (EC 4.2.1.9)",,"","11952899",92,92,83,"1e-285"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1952","STM1844",,"P23894","Escherichia coli (strain K12)","htpX","Protease HtpX","the integral membrane caax protease (caax protease) family.","9.B.1.1.6",,100,100,96,"1e-157"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3875","STM3645",,"P37665","Escherichia coli (strain K12)","yiaD","Outer membrane porin, OmpA family","the putative lipoprotein supressor of a ts bamd mutant, yiad (yiad) family.","9.B.186.1.1",,100,99,95,"1e-114"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1488","STM1401",,"16764751","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sseD","Secretion system effector SseD",,"","11159962",100,100,100,"1e-103"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2263","STM2130",,"BAA15934.1","Escherichia coli str. K-12 substr. W3110","baeS","Sensory histidine kinase BaeS",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,100,100,88,"1e-245"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3843","STM3617",,"P37651","Escherichia coli (strain K12)","bcsC","beta-1,4-glucanase (cellulase) (EC 3.2.1.4)","the glycan glucosyl transferase (opgh) family.","4.D.3.1.6",,93,93,84,"1e-181"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.791","STM0758",,"P75757","Escherichia coli","ybgR","Zinc transporter ZitB","the cation diffusion facilitator (cdf) family.","2.A.4.1.4","11443104;15919996;16738553;8905232;9278503",99,100,85,"1e-157"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1295","STM1219",,"P75958","Escherichia coli","ycfW","Lipoprotein releasing system transmembrane protein LolE","the atp-binding cassette (abc) superfamily.","3.A.1.125.1","10783239;11844772;16738553;8905232;9278503",100,100,92,"1e-216"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1800","STM1698",,"SL1344_1628","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344",,"Putative inner membrane protein",,"Intracellular survival and replication","21540636",100,100,100,"1e-269"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4729","STM4469",,"P04391","Escherichia coli (strain K12)","argI","Ornithine carbamoyltransferase (EC 2.1.3.3)","Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine","Drug target",,100,100,89,"1e-174"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1365","STM1283",,"SL1344_1218","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","yeaJ","Diguanylate cyclase (EC 2.7.7.65) => DgcJ",,"Virulence","16518469",100,100,100,"1e-292"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3418","STM3206",,"TTDR00690",,"folB","Dihydroneopterin aldolase (EC 4.1.2.25)",,"",,97,99,94,"1e-58"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4305","STM4059",,"205354363","Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91","cpxR","Copper-sensing two-component system response regulator CpxR",,"","20487719",100,100,100,"1e-129"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2226","STM2096",,"STM14_2590","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","rfbD","dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)",,"Virulence","7618105",100,100,100,"1e-174"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2659","STM2510",,"P04079","Escherichia coli (strain K12)","guaA","GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)","Citric Acid","Drug target",,100,100,98,"1e-309"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2659","STM2510",,"24113836","Shigella flexneri 2a str. 301","guaA","GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)",,"","8757833",100,100,98,"1e-309"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.224","STM0206",,"Q8ZRP7","Q8ZRP7","btuF","Vitamin B12 ABC transporter, substrate-binding protein BtuF",,"3.A.1.13.1","10464235;11677609;11790740;12004122;15919996;16738553;2671656;3528129;9097039;9278503",100,100,100,"1e-151"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.340","STM0317",,"P0A9M5","Escherichia coli (strain K12)","gpt","Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22)","Guanosine-5'-Monophosphate;Xanthine;Guanine;Carboxylic PRPP","Drug target",,100,100,98,"4e-84"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.843","STM0808",,"STM474_0833","Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74","ybhM","Integral membrane protein",,"Virulence","17526851",100,100,100,"1e-129"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2662","STM2513",,"VFG002305","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","shdA","AIDA autotransporter-like protein",,"Adherence,Nonfimbrial,Autotransporter",,99,99,100,"0.0"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1835","STM1729",,"16765073","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","yciF","Stress response diiron-containing protein YciF",,"","17526851",100,100,100,"5e-86"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3311","STM3110",,"P17802","Escherichia coli (strain K12)","mutY","A/G-specific adenine glycosylase (EC 3.2.2.-)","Adenine;Beta-D-Glucose;Glycerol","Drug target",,100,100,90,"1e-194"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1496","STM1409",,"SL1344_1343","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","ssaJ","Type III secretion bridge between inner and outermembrane lipoprotein (YscJ,HrcJ,EscJ, PscJ)",,"Intracellular survival and replication,Type III secretion","10998173",100,100,100,"1e-139"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1945","STM1837",,"SL1344_1766","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","cspC","Cold shock protein of CSP family => CspC (naming convention as in E.coli)",,"Virulence","16518469",100,100,100,"2e-33"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1555","STM1469",,"P05042","Escherichia coli (strain K12)","fumC","Fumarate hydratase class II (EC 4.2.1.2)","Pyromellitic Acid;3-Trimethylsilylsuccinic Acid;Malate Ion;Citric Acid","Drug target",,100,100,91,"1e-250"
